index,fighter_name,reach,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg,total_wins,total_losses,total_draws,height_cm,ufc_wins,ufc_losses,ufc_nc
1902,Danielle Taylor,60.0,1989-10-25,2.75,0.2,29.0,20.0,3.31,70.0,71.0,0.2,9,4,0,152.4,0,0,5
1903,Jesse Taylor,73.0,1983-01-02,1.94,7.28,65.0,50.0,0.55,100.0,38.0,3.1,31,15,0,182.88,0,0,2
1904,Paul Taylor,72.0,1979-12-15,4.44,0.27,47.0,25.0,4.47,56.0,55.0,0.5,11,6,1,182.88,0,0,9
1905,Brad Tavares,74.0,1987-12-21,3.38,0.81,43.0,26.0,3.03,82.0,56.0,0.0,20,9,0,185.42,0,0,23
1906,Thiago Tavares,70.0,1984-11-08,2.0,3.83,40.0,42.0,2.31,62.0,62.0,1.5,21,7,1,170.18,0,0,18
1907,Miesha Tate,65.0,1986-08-18,2.61,1.88,44.0,29.0,3.1,55.0,51.0,1.3,19,9,0,167.64,0,0,12
1908,Evan Tanner,74.0,1971-02-11,3.05,2.55,59.0,43.0,2.64,25.0,56.0,1.3,32,8,0,182.88,0,0,17
1909,Michinori Tanaka,67.0,1990-10-04,1.97,2.4,37.0,38.0,1.99,43.0,50.0,0.2,11,3,0,165.1,0,0,5
1910,Jason Tan,,1981-12-17,0.69,0.0,29.0,0.0,7.37,0.0,18.0,0.0,5,3,0,177.8,0,0,2
1911,Issei Tamura,63.0,1984-03-12,1.89,0.92,53.0,25.0,4.58,33.0,44.0,0.0,10,8,0,165.1,0,0,3
1912,Nordine Taleb,74.0,1981-06-10,3.66,1.94,51.0,76.0,2.62,73.0,66.0,0.0,15,7,0,185.42,0,0,12
1913,Daiju Takase,,1978-04-20,0.49,0.84,30.0,17.0,1.64,21.0,47.0,1.2,12,15,2,182.88,0,0,3
1914,Yoshiki Takahashi,,1969-03-13,2.26,0.0,51.0,0.0,6.47,66.0,44.0,2.3,30,27,3,180.34,0,0,1
1915,Mairbek Taisumov,73.0,1988-08-08,2.98,1.34,39.0,63.0,3.03,88.0,64.0,0.0,27,6,0,175.26,0,0,9
1916,Tatsuro Taira,70.0,2000-01-27,3.23,2.41,69.0,41.0,1.26,60.0,47.0,2.8,14,0,0,170.18,0,0,4
1917,Khalid Taha,69.0,1992-02-15,2.64,0.0,32.0,0.0,4.12,61.0,46.0,0.2,13,5,0,165.1,0,0,6
1918,Junior Tafa,75.0,1996-09-21,1.83,0.0,40.0,0.0,0.55,84.0,76.0,0.0,5,1,0,190.5,0,0,2
1919,Justin Tafa,74.0,1993-12-13,5.13,0.0,55.0,0.0,5.93,100.0,49.0,0.0,7,3,0,182.88,0,0,8
1920,Tim Sylvia,80.0,1976-03-05,4.23,0.11,41.0,100.0,2.61,75.0,61.0,0.1,31,10,0,203.2,0,0,13
1921,Bentley Syler,,1982-12-22,1.3,0.0,18.0,0.0,1.73,75.0,79.0,0.0,5,1,0,162.56,0,0,1
1922,Floyd Sword,,1976-08-24,0.78,0.0,42.0,0.0,1.57,33.0,40.0,0.0,12,3,0,182.88,0,0,1
1923,Mike Swick,77.0,1979-06-19,2.36,1.06,37.0,50.0,2.29,61.0,54.0,0.6,15,6,0,185.42,0,0,15
1924,Cub Swanson,70.0,1983-11-02,4.7,1.09,50.0,52.0,3.84,61.0,59.0,0.4,29,13,0,172.72,0,0,23
1925,Martin Svensson,,1985-04-25,2.02,0.0,38.0,0.0,5.91,0.0,38.0,0.0,15,6,0,185.42,0,0,1
1926,Sumudaerji,72.0,1996-01-20,4.83,0.32,54.0,100.0,2.75,66.0,62.0,0.6,16,5,0,172.72,0,0,5
1927,Amar Suloev,,1976-07-01,1.98,0.27,37.0,100.0,2.19,88.0,70.0,0.3,24,7,0,175.26,0,0,2
1928,George Sullivan,73.0,1981-03-13,3.53,1.37,39.0,20.0,2.42,38.0,57.0,0.7,17,7,0,182.88,0,0,7
1929,Genki Sudo,,1978-03-08,1.55,3.58,39.0,60.0,2.23,50.0,33.0,4.2,15,4,2,175.26,0,0,3
1930,Tatiana Suarez,66.0,1990-12-19,4.27,6.2,63.0,61.0,1.38,100.0,51.0,0.9,11,0,0,165.1,0,0,7
1931,Mike Stumpf,,1986-08-01,3.34,1.59,43.0,25.0,8.85,33.0,47.0,0.8,11,4,0,177.8,0,0,2
1932,Stefan Struve,84.0,1988-02-18,3.12,0.56,47.0,46.0,4.04,55.0,46.0,1.7,33,13,0,210.82,0,0,24
1933,Hans Stringer,,1987-07-06,3.16,2.4,61.0,36.0,2.84,62.0,41.0,0.0,22,8,3,190.5,0,0,3
1934,Mark Striegl,70.0,1988-06-23,1.4,0.0,45.0,0.0,4.07,66.0,40.0,0.0,18,4,0,172.72,0,0,2
1935,Sean Strickland,76.0,1991-02-27,5.82,0.92,41.0,64.0,4.24,84.0,63.0,0.2,28,5,0,185.42,0,0,20
1936,Gerald Strebendt,,1979-03-01,0.0,0.0,0.0,0.0,4.0,0.0,38.0,16.4,9,7,0,175.26,0,0,1
1937,Dave Strasser,,1969-07-13,3.04,0.72,45.0,33.0,1.88,33.0,59.0,0.0,25,8,0,177.8,0,0,2
1938,Jesse Strader,70.0,1991-05-29,5.03,3.87,51.0,57.0,5.28,100.0,47.0,0.0,5,3,0,170.18,0,0,2
1939,Sam Stout,70.0,1984-04-23,4.17,0.63,28.0,38.0,4.08,77.0,57.0,0.1,20,12,1,175.26,0,0,20
1940,Curtis Stout,,1973-11-07,0.69,0.0,67.0,0.0,3.2,20.0,29.0,0.0,11,12,1,185.42,0,0,2
1941,Darko Stosic,76.0,1992-02-09,2.61,3.42,45.0,50.0,4.04,83.0,58.0,0.0,13,4,0,182.88,0,0,4
1942,Rick Story,71.0,1984-08-28,3.8,2.53,41.0,48.0,2.17,63.0,62.0,0.9,19,9,0,175.26,0,0,19
1943,Ken Stone,71.0,1982-10-08,3.85,1.24,49.0,33.0,2.9,60.0,48.0,0.6,11,4,0,172.72,0,0,4
1944,Niklas Stolze,74.0,1992-12-28,2.12,0.66,48.0,100.0,2.25,55.0,49.0,0.7,12,6,0,185.42,0,0,3
1945,Dustin Stoltzfus,75.0,1991-11-15,2.96,1.76,41.0,35.0,3.28,46.0,46.0,0.5,14,5,0,182.88,0,0,5
1946,Julija Stoliarenko,66.0,1993-04-08,2.81,0.91,40.0,30.0,4.56,62.0,44.0,1.4,11,8,2,170.18,0,0,7
1947,Denis Stojnic,,1980-02-02,1.51,0.0,23.0,0.0,6.06,80.0,36.0,1.0,13,3,0,182.88,0,0,2
1948,Dan Stittgen,,1980-11-17,2.97,0.78,46.0,100.0,4.42,100.0,37.0,0.0,12,5,0,185.42,0,0,2
1949,Alex Stiebling,,,1.77,0.35,42.0,66.0,1.45,66.0,52.0,0.7,19,11,1,187.96,0,0,1
1950,Kyle Stewart,76.0,1989-01-31,1.41,1.32,35.0,20.0,2.42,60.0,43.0,0.0,11,3,0,182.88,0,0,2
1951,Darren Stewart,74.0,1990-12-30,3.05,1.75,45.0,45.0,3.29,67.0,48.0,0.1,12,8,0,182.88,0,0,14
1952,Maia Stevenson,62.0,1982-03-19,1.57,3.91,54.0,100.0,3.13,50.0,33.0,0.0,6,5,0,162.56,0,0,1
1953,Joe Stevenson,70.0,1982-06-15,2.05,2.75,44.0,44.0,2.44,39.0,60.0,2.2,33,16,0,170.18,0,0,16
1954,Aljamain Sterling,71.0,1989-07-31,4.73,1.97,52.0,24.0,2.41,45.0,58.0,0.8,23,4,0,170.18,0,0,19
1955,Jeremy Stephens,71.0,1986-05-25,3.17,1.16,40.0,38.0,3.05,65.0,58.0,0.4,28,19,0,175.26,0,0,34
1956,Steve Steinbeiss,75.0,1981-05-05,3.92,0.44,55.0,50.0,1.86,58.0,49.0,0.0,9,4,0,190.5,0,0,2
1957,Dominique Steele,74.0,1988-01-27,2.32,2.95,49.0,42.0,2.42,76.0,50.0,0.0,14,9,0,177.8,0,0,5
1958,Damian Stasiak,70.0,1990-02-20,1.86,2.64,36.0,35.0,3.1,43.0,52.0,0.6,10,6,0,165.1,0,0,6
1959,Laureano Staropoli,71.0,1993-02-27,3.31,0.83,34.0,26.0,3.73,48.0,54.0,0.0,9,5,0,185.42,0,0,6
1960,Kalib Starnes,74.0,1975-01-06,2.71,1.46,48.0,33.0,4.43,25.0,53.0,0.6,17,11,1,190.5,0,0,5
1961,Clifford Starks,78.0,1981-04-25,1.94,1.94,33.0,100.0,2.49,60.0,58.0,0.0,13,3,0,182.88,0,0,3
1962,Josh Stansbury,74.0,1984-11-19,3.22,0.0,54.0,0.0,3.54,87.0,54.0,1.0,4,8,0,187.96,0,0,3
1963,Brian Stann,74.0,1980-09-24,3.28,0.12,42.0,12.0,2.65,60.0,59.0,0.3,12,6,0,185.42,0,0,11
1964,Cristina Stanciu,,1994-03-29,2.5,0.85,50.0,100.0,3.07,40.0,52.0,1.7,5,2,0,160.02,0,0,2
1965,Cody Stamann,64.0,1989-11-09,4.39,2.34,47.0,39.0,3.63,76.0,62.0,0.0,21,6,1,167.64,0,0,13
1966,Ron Stallings,75.0,1983-01-25,3.22,0.0,60.0,0.0,3.26,71.0,51.0,0.0,14,8,0,187.96,0,0,3
1967,Andreas Stahl,,1988-05-20,2.83,1.55,37.0,66.0,4.74,80.0,57.0,0.0,10,4,0,180.34,0,0,2
1968,Georges St-Pierre,76.0,1981-05-19,3.78,4.16,53.0,74.0,1.4,83.0,72.0,1.1,26,2,0,180.34,0,0,22
1969,Austin Springer,71.0,1987-05-12,3.54,3.37,57.0,40.0,3.15,100.0,41.0,0.8,12,4,0,172.72,0,0,1
1970,Pete Spratt,,1971-01-09,1.63,0.3,48.0,100.0,1.33,46.0,55.0,0.3,25,23,0,175.26,0,0,7
1971,Daniel Spohn,79.0,1984-10-12,2.42,0.0,49.0,0.0,1.6,28.0,53.0,2.5,15,6,0,193.04,0,0,1
1972,Serghei Spivac,78.0,1995-01-24,3.54,4.56,49.0,64.0,3.79,70.0,49.0,0.5,16,4,0,190.5,0,0,11
1973,Daniel Spitz,82.0,1990-07-31,2.6,0.74,35.0,66.0,5.3,0.0,46.0,0.0,6,3,0,200.66,0,0,4
1974,Eric Spicely,73.0,1986-09-29,3.71,1.31,45.0,20.0,5.72,75.0,55.0,1.0,12,6,0,185.42,0,0,7
1975,Felicia Spencer,68.0,1990-11-29,3.21,1.18,48.0,18.0,4.54,27.0,45.0,0.2,9,3,0,167.64,0,0,6
1976,Sean Spencer,74.0,1987-06-25,4.24,0.14,32.0,33.0,4.02,68.0,60.0,0.0,12,6,0,177.8,0,0,8
1977,Tommy Speer,71.0,1984-08-20,2.56,2.02,51.0,33.0,5.12,33.0,35.0,0.0,21,7,0,177.8,0,0,2
1978,Ryan Spann,79.0,1991-08-24,3.42,1.29,40.0,35.0,3.91,47.0,45.0,1.5,21,9,0,195.58,0,0,11
1979,Chris Spang,,1987-11-26,1.83,0.0,36.0,0.0,1.95,50.0,60.0,0.9,6,3,0,187.96,0,0,1
1980,Ketlen Souza,63.0,1994-08-18,0.0,0.0,0.0,0.0,1.71,0.0,70.0,0.0,13,4,0,160.02,0,0,1
1981,Bruno Souza,70.0,1996-03-07,3.73,0.5,39.0,16.0,5.3,60.0,45.0,0.0,10,3,0,177.8,0,0,2
1982,Livinha Souza,63.0,1991-03-11,1.75,2.54,45.0,45.0,3.6,40.0,56.0,1.4,14,4,0,160.02,0,0,6
1983,Edimilson Souza,74.0,1984-10-17,4.65,0.0,44.0,0.0,2.91,50.0,58.0,0.0,15,5,0,182.88,0,0,4
1984,Jacare Souza,72.0,1979-12-07,2.53,2.57,47.0,39.0,2.83,57.0,62.0,1.3,26,10,0,185.42,0,0,16
1985,Bobby Southworth,,1969-12-16,0.99,3.98,39.0,78.0,1.38,64.0,65.0,1.3,10,6,0,187.96,0,0,1
1986,Andre Soukhamthath,70.0,1988-10-23,2.77,1.25,44.0,53.0,4.31,58.0,49.0,0.2,13,8,0,175.26,0,0,7
1987,Joe Soto,65.0,1987-03-22,3.36,0.85,41.0,21.0,5.37,70.0,67.0,1.9,18,7,0,167.64,0,0,8
1988,Alex Soto,,1984-02-15,2.95,2.82,25.0,30.0,5.02,0.0,59.0,0.0,8,3,1,172.72,0,0,2
1989,Greg Soto,73.0,1986-06-03,3.21,1.49,63.0,27.0,2.61,44.0,52.0,1.0,9,4,0,180.34,0,0,3
1990,George Sotiropoulos,71.0,1977-07-09,2.61,2.32,27.0,31.0,2.52,53.0,67.0,1.6,14,7,0,177.8,0,0,11
1991,Krzysztof Soszynski,77.0,1977-08-02,3.37,0.52,39.0,25.0,3.13,71.0,58.0,1.0,26,12,1,185.42,0,0,9
1992,Ben Sosoli,72.0,1989-12-10,2.31,0.0,31.0,0.0,4.3,0.0,47.0,0.0,7,3,0,182.88,0,0,2
1993,Dmitry Sosnovskiy,77.0,1989-07-06,2.95,3.16,70.0,66.0,2.53,100.0,35.0,3.2,11,0,0,190.5,0,0,1
1994,Punahele Soriano,72.0,1992-11-22,4.04,0.9,45.0,40.0,4.22,30.0,48.0,0.0,9,3,0,180.34,0,0,6
1995,Sean Soriano,70.0,1989-10-06,3.18,1.33,61.0,55.0,2.14,52.0,56.0,0.0,14,8,0,175.26,0,0,5
1996,Jin Soo Son,69.0,1993-04-01,5.1,1.5,36.0,25.0,7.63,100.0,52.0,0.0,9,4,0,167.64,0,0,2
1997,Chael Sonnen,73.0,1977-04-03,3.08,3.81,43.0,59.0,1.1,66.0,62.0,0.4,29,15,1,185.42,0,0,14
1998,Song Yadong,67.0,1997-12-02,4.61,0.53,42.0,55.0,3.77,72.0,59.0,0.2,20,7,1,172.72,0,0,12
1999,Song Kenan,71.0,1990-03-10,4.4,0.41,47.0,66.0,5.86,62.0,52.0,0.0,20,7,0,182.88,0,0,8
2000,Joe Solecki,70.0,1993-08-27,2.24,2.51,55.0,50.0,1.53,50.0,52.0,1.6,13,3,0,175.26,0,0,6
2001,Rameau Thierry Sokoudjou,78.0,1984-04-18,2.26,1.93,45.0,47.0,2.61,78.0,56.0,0.9,18,18,0,177.8,0,0,3
2002,Renato Sobral,75.0,1975-09-07,2.23,2.48,45.0,42.0,1.53,65.0,57.0,2.6,37,11,0,185.42,0,0,10
2003,Peter Sobotta,75.0,1987-01-11,2.14,1.53,40.0,32.0,2.9,77.0,58.0,0.5,17,7,1,182.88,0,0,10
2004,Richie Smullen,68.0,1991-08-17,1.98,8.49,77.0,66.0,2.26,0.0,65.0,0.0,3,1,1,175.26,0,0,1
2005,Louis Smolka,68.0,1991-07-16,4.67,1.69,47.0,35.0,4.11,32.0,53.0,1.8,17,9,0,175.26,0,0,17
2006,Dmitrii Smoliakov,74.0,1982-08-05,1.44,0.0,42.0,0.0,3.81,75.0,55.0,0.0,9,3,0,187.96,0,0,3
2007,Braxton Smith,72.0,1990-01-01,6.46,0.0,48.0,0.0,11.54,100.0,32.0,0.0,5,2,0,180.34,0,0,1
2008,Cole Smith,67.0,1989-04-05,1.78,1.67,35.0,33.0,1.96,45.0,49.0,1.7,7,2,0,180.34,0,0,3
2009,Devonte Smith,76.0,1993-07-30,4.55,0.35,53.0,25.0,3.91,85.0,49.0,0.3,11,4,0,175.26,0,0,6
2010,Leslie Smith,66.0,1982-08-17,7.56,0.0,40.0,0.0,8.41,62.0,51.0,0.0,10,7,1,175.26,0,0,7
2011,Gilbert Smith,,1981-10-19,1.09,3.51,41.0,60.0,2.73,0.0,35.0,1.2,12,6,0,175.26,0,0,1
2012,Colton Smith,71.0,1987-08-14,1.64,4.09,41.0,36.0,2.3,25.0,51.0,1.4,7,4,0,182.88,0,0,4
2013,Anthony Smith,76.0,1988-07-26,3.16,0.52,48.0,28.0,4.45,48.0,46.0,0.7,37,18,0,193.04,0,0,20
2014,Trevor Smith,75.0,1981-01-05,3.29,1.7,55.0,32.0,3.31,60.0,51.0,0.7,15,10,0,190.5,0,0,12
2015,Scott Smith,70.0,1979-05-21,1.9,0.12,27.0,6.0,5.87,58.0,50.0,0.5,18,11,0,182.88,0,0,4
2016,Maurice Smith,,1961-12-13,0.41,0.89,46.0,50.0,0.47,20.0,60.0,0.9,12,14,0,187.96,0,0,7
2017,Chas Skelly,72.0,1985-05-11,2.01,1.74,40.0,34.0,3.21,39.0,49.0,2.3,19,3,0,180.34,0,0,12
2018,Dennis Siver,70.0,1979-01-13,3.87,0.87,32.0,32.0,2.67,65.0,65.0,0.3,23,11,0,167.64,0,0,21
2019,Elvis Sinosic,77.0,1971-02-13,1.13,0.0,37.0,0.0,4.6,0.0,53.0,1.2,7,11,2,190.5,0,0,7
2020,Rory Singer,77.0,1976-05-28,2.55,0.39,39.0,25.0,2.42,64.0,63.0,0.8,11,9,0,187.96,0,0,4
2021,Lodune Sincaid,,1973-05-07,2.72,0.0,42.0,0.0,6.17,75.0,57.0,0.0,15,9,0,175.26,0,0,1
2022,Tony Sims,70.0,1985-10-14,1.81,0.71,63.0,50.0,0.76,50.0,65.0,0.7,12,4,0,180.34,0,0,3
2023,Wes Sims,,1979-08-04,0.98,0.0,51.0,0.0,2.95,40.0,37.0,2.3,24,14,1,208.28,0,0,3
2024,Aaron Simpson,73.0,1974-07-20,3.6,3.78,52.0,34.0,2.53,83.0,56.0,0.5,12,5,0,182.88,0,0,11
2025,Ricky Simon,69.0,1992-08-31,3.01,5.84,44.0,50.0,3.23,75.0,62.0,0.4,20,4,0,167.64,0,0,11
2026,Jamey Simmons,70.0,1992-09-11,0.79,0.0,21.0,0.0,1.92,50.0,74.0,0.0,7,4,0,167.64,0,0,2
2027,Elias Silverio,73.0,1986-09-22,3.67,1.62,49.0,38.0,2.97,85.0,51.0,0.2,13,3,0,180.34,0,0,5
2028,Douglas Silva de Andrade,68.0,1985-06-22,3.66,0.61,38.0,46.0,3.99,70.0,58.0,0.2,29,5,0,170.18,0,0,12
2029,Erik Silva,71.0,1987-03-16,2.17,3.94,71.0,80.0,1.58,71.0,40.0,0.0,9,2,0,175.26,0,0,1
2030,Karine Silva,67.0,1993-12-02,3.37,2.45,35.0,60.0,3.37,0.0,50.0,4.1,17,4,0,165.1,0,0,3
2031,Natalia Silva,65.0,1997-02-03,5.2,0.68,48.0,33.0,2.23,92.0,65.0,0.0,16,5,1,162.56,0,0,4
2032,Gabriel Silva,71.0,1994-08-26,1.3,1.5,34.0,25.0,3.47,38.0,45.0,0.5,8,2,0,167.64,0,0,2
2033,Bruno Silva,74.0,1989-07-13,4.43,1.09,51.0,27.0,5.33,73.0,43.0,0.0,23,10,0,182.88,0,0,14
2034,Bruno Silva,65.0,1990-03-16,3.05,2.57,46.0,30.0,3.09,64.0,59.0,0.3,13,5,2,162.56,0,0,14
2035,Felipe Silva,77.0,1984-05-08,5.4,1.0,50.0,100.0,1.8,71.0,59.0,0.0,8,2,0,182.88,0,0,3
2036,Joaquim Silva,69.0,1989-02-05,3.71,0.17,40.0,50.0,4.79,58.0,52.0,0.5,12,5,0,172.72,0,0,9
2037,Wagner Silva,,1987-02-07,1.69,0.0,29.0,0.0,2.87,58.0,65.0,0.0,6,3,0,182.88,0,0,2
2038,Claudio Silva,71.0,1982-09-06,2.48,2.85,42.0,26.0,3.0,44.0,46.0,1.1,14,4,0,180.34,0,0,8
2039,Leandro Silva,72.0,1985-11-11,2.39,1.76,48.0,37.0,2.08,65.0,63.0,0.4,20,6,1,175.26,0,0,8
2040,Erick Silva,74.0,1984-06-21,2.5,0.85,48.0,35.0,4.18,56.0,49.0,1.4,19,9,0,182.88,0,0,15
2041,Antonio Silva,82.0,1979-09-14,2.89,0.82,45.0,29.0,3.09,66.0,50.0,0.8,19,12,1,193.04,0,0,11
2042,Jay Silva,,,1.13,0.0,34.0,0.0,3.07,38.0,40.0,1.0,10,11,1,187.96,0,0,2
2043,Thiago Silva,74.0,1982-11-12,3.92,1.03,50.0,47.0,2.55,70.0,67.0,0.7,19,6,0,187.96,0,0,12
2044,Wanderlei Silva,74.0,1976-07-03,2.79,0.97,40.0,53.0,2.19,62.0,60.0,0.6,35,13,1,180.34,0,0,12
2045,Anderson Silva,77.0,1975-04-14,3.05,0.5,61.0,77.0,2.05,69.0,60.0,0.8,34,11,0,187.96,0,0,25
2046,Assuerio Silva,,1974-06-18,1.42,2.66,46.0,34.0,4.2,25.0,54.0,1.8,16,8,0,177.8,0,0,3
2047,Steven Siler,70.0,1987-02-15,3.21,0.47,41.0,21.0,2.96,55.0,54.0,1.6,29,16,0,180.34,0,0,9
2048,Sam Sicilia,67.0,1986-02-01,2.46,1.45,33.0,43.0,3.55,70.0,59.0,0.9,15,8,0,172.72,0,0,12
2049,Jack Shore,71.0,1995-02-06,3.84,3.42,58.0,40.0,2.2,79.0,57.0,0.7,17,1,0,172.72,0,0,7
2050,Liudvik Sholinian,71.0,1990-01-20,2.5,0.0,30.0,0.0,5.67,66.0,55.0,0.0,9,4,1,177.8,0,0,2
2051,Josh Shockman,,1980-12-29,0.87,0.0,32.0,0.0,0.87,23.0,58.0,0.0,6,3,0,193.04,0,0,1
2052,Josh Shockley,,1989-11-15,1.4,0.0,33.0,0.0,1.75,61.0,60.0,0.8,11,4,0,185.42,0,0,2
2053,Wade Shipp,,1975-02-09,4.29,0.0,86.0,0.0,2.14,75.0,0.0,0.0,11,5,0,190.5,0,0,1
2054,Shunichi Shimizu,,1985-01-31,0.14,0.0,33.0,0.0,4.68,0.0,30.0,0.0,30,18,11,165.1,0,0,1
2055,Jake Shields,72.0,1979-01-09,2.45,2.83,36.0,29.0,1.8,35.0,56.0,1.2,31,9,1,182.88,0,0,8
2056,Antonina Shevchenko,67.0,1984-11-20,3.86,0.43,55.0,42.0,2.93,53.0,52.0,0.4,10,4,0,172.72,0,0,8
2057,Valentina Shevchenko,66.0,1988-03-07,3.28,2.56,52.0,63.0,2.11,71.0,62.0,0.4,23,4,1,165.1,0,0,16
2058,Chase Sherman,78.0,1989-11-16,6.04,0.09,45.0,50.0,6.65,74.0,52.0,0.0,16,12,0,193.04,0,0,15
2059,Sean Sherk,67.0,1973-08-05,2.17,4.09,35.0,46.0,2.71,56.0,55.0,0.4,36,4,1,167.64,0,0,12
2060,Eric Shelton,68.0,1991-02-02,2.57,2.83,42.0,51.0,1.88,46.0,63.0,0.2,12,6,0,167.64,0,0,6
2061,Frank Shamrock,,1972-12-08,4.75,0.35,53.0,50.0,4.66,37.0,57.0,1.1,23,10,2,177.8,0,0,5
2062,Ken Shamrock,72.0,1964-02-11,1.47,0.94,46.0,60.0,4.3,44.0,39.0,2.5,28,17,2,185.42,0,0,13
2063,Kamal Shalorus,68.0,1972-08-27,3.06,2.07,32.0,50.0,2.99,80.0,70.0,0.0,9,5,2,172.72,0,0,3
2064,Liliya Shakirova,65.0,1991-10-24,2.7,0.0,30.0,0.0,2.58,0.0,74.0,0.0,8,2,0,162.56,0,0,1
2065,Don Shainis,67.0,1990-09-16,3.42,0.97,50.0,25.0,5.87,20.0,31.0,1.9,12,5,0,167.64,0,0,2
2066,Edmen Shahbazyan,75.0,1997-11-20,3.46,2.17,51.0,39.0,4.13,63.0,43.0,0.6,12,4,0,187.96,0,0,9
2067,Rosi Sexton,,1977-07-16,3.31,0.75,39.0,10.0,7.42,80.0,41.0,0.0,13,5,0,160.02,0,0,2
2068,Fredy Serrano,65.0,1979-09-22,1.58,2.84,26.0,25.0,1.89,84.0,61.0,0.0,3,2,0,160.02,0,0,4
2069,Nick Serra,,1978-03-27,0.0,1.0,0.0,10.0,1.73,0.0,43.0,2.0,7,3,0,175.26,0,0,1
2070,Matt Serra,68.0,1974-06-02,1.98,2.05,39.0,20.0,2.64,38.0,46.0,0.9,11,7,0,167.64,0,0,14
2071,Ivan Serati,,,0.86,0.0,26.0,0.0,5.33,0.0,29.0,0.0,12,4,0,182.88,0,0,1
2072,Mackens Semerzier,72.0,1980-11-03,2.91,2.14,45.0,50.0,3.48,50.0,46.0,2.1,8,4,0,175.26,0,0,3
2073,Andrei Semenov,,1977-06-17,0.78,1.74,15.0,80.0,2.44,55.0,60.0,0.4,34,9,2,182.88,0,0,2
2074,Matthew Semelsberger,75.0,1992-11-23,4.06,1.02,43.0,58.0,4.36,50.0,55.0,0.1,11,6,0,185.42,0,0,9
2075,Pete Sell,75.0,1982-08-05,2.6,0.91,42.0,21.0,3.65,47.0,51.0,0.9,10,7,0,180.34,0,0,7
2076,Stefan Sekulic,75.0,1992-02-12,1.83,2.0,50.0,33.0,2.83,25.0,64.0,0.5,12,4,0,182.88,0,0,2
2077,Neil Seery,64.0,1979-08-30,3.56,0.78,41.0,27.0,3.79,53.0,58.0,1.6,16,13,0,162.56,0,0,7
2078,Brad Scott,76.0,1989-06-24,3.52,0.32,41.0,15.0,4.31,63.0,57.0,0.7,11,6,0,185.42,0,0,8
2079,Justin Scoggins,66.0,1992-05-02,3.56,3.42,51.0,63.0,2.16,82.0,55.0,0.5,11,5,0,170.18,0,0,9
2080,Darrill Schoonover,,1985-07-18,1.2,0.0,33.0,0.0,4.35,50.0,38.0,1.1,14,8,0,187.96,0,0,1
2081,Alex Schoenauer,,1976-05-05,1.22,0.0,40.0,0.0,2.27,22.0,42.0,4.9,15,10,0,190.5,0,0,1
2082,Matt Schnell,70.0,1990-01-15,4.24,0.63,39.0,44.0,4.46,46.0,55.0,1.1,16,7,0,172.72,0,0,12
2083,Semmy Schilt,,1973-10-27,1.2,0.0,50.0,0.0,1.31,47.0,53.0,1.1,26,14,1,208.28,0,0,2
2084,Pat Schilling,,1988-08-28,1.87,0.0,26.0,0.0,8.24,0.0,52.0,0.0,5,2,0,172.72,0,0,2
2085,Samy Schiavo,,1975-12-24,1.68,0.94,34.0,50.0,2.62,66.0,38.0,0.9,10,6,0,172.72,0,0,2
2086,Fabiano Scherner,,1972-06-30,1.31,1.09,31.0,33.0,3.2,40.0,38.0,0.0,11,10,0,190.5,0,0,2
2087,Brendan Schaub,78.0,1983-03-18,2.92,2.32,37.0,46.0,2.22,72.0,57.0,0.4,10,5,0,193.04,0,0,11
2088,Kerry Schall,,1971-08-09,0.94,0.0,11.0,0.0,4.84,0.0,63.0,0.0,24,13,0,187.96,0,0,1
2089,Eric Schafer,76.0,1977-09-20,1.89,1.81,34.0,36.0,3.38,50.0,56.0,1.8,14,8,2,190.5,0,0,9
2090,Mark Scanlon,,,2.2,3.0,35.0,75.0,3.33,25.0,48.0,2.0,9,2,0,175.26,0,0,1
2091,Matt Sayles,68.0,1994-02-21,4.83,0.36,41.0,16.0,2.81,81.0,61.0,0.7,8,4,0,170.18,0,0,4
2092,Chris Saunders,,1986-03-11,1.48,3.7,22.0,100.0,2.96,0.0,75.0,0.0,16,8,0,172.72,0,0,1
2093,Ben Saunders,77.0,1983-04-13,3.23,0.2,50.0,40.0,3.58,66.0,51.0,1.3,22,13,2,187.96,0,0,19
2094,Takashi Sato,73.0,1990-06-09,2.21,0.76,41.0,37.0,3.73,60.0,44.0,0.0,16,7,0,177.8,0,0,7
2095,Takenori Sato,,1985-06-08,0.46,0.0,33.0,0.0,12.92,0.0,9.0,0.0,19,11,7,177.8,0,0,2
2096,Paul Sass,73.0,1988-08-04,0.53,0.53,26.0,16.0,1.9,33.0,51.0,7.4,14,2,0,182.88,0,0,5
2097,Yuta Sasaki,71.0,1989-10-07,2.16,3.03,41.0,43.0,2.5,41.0,50.0,1.2,21,6,2,177.8,0,0,9
2098,Yuki Sasaki,,1976-09-12,1.09,0.43,43.0,100.0,1.2,66.0,57.0,0.0,25,22,2,187.96,0,0,1
2099,Diego Saraiva,,1982-04-23,1.64,1.33,32.0,40.0,3.58,0.0,62.0,0.7,22,20,1,167.64,0,0,3
2100,Jeka Saragih,69.0,1995-01-01,2.77,1.89,51.0,100.0,2.56,60.0,42.0,0.6,13,3,0,172.72,0,0,1
