event_date,fighter,opponent,win
2018-01-27,Bobby Green,Erik Koch,True
2018-01-27,Mara Romero Borella,Katlyn Chookagian,False
2018-01-27,Juliana Lima,Randa Markos,False
2018-01-27,Ji Yeon Kim,Justine Kish,True
2018-01-27,Joaquim Silva,Vinc Pichel,False
2018-01-27,George Sullivan,Niko Price,False
2018-01-27,Cory Sandhagen,Austin Arnett,True
2018-01-27,Erik Koch,Bobby Green,False
2018-01-27,Katlyn Chookagian,Mara Romero Borella,True
2018-01-27,Godofredo Pepey,Mirsad Bektic,False
2018-01-27,Justine Kish,Ji Yeon Kim,False
2018-01-27,Vinc Pichel,Joaquim Silva,True
2018-01-27,Niko Price,George Sullivan,True
2018-01-27,Austin Arnett,Cory Sandhagen,False
2018-01-27,Mirsad Bektic,Godofredo Pepey,True
2018-02-03,Eryk Anders,Lyoto Machida,False
2018-02-03,Priscila Cachoeira,Valentina Shevchenko,False
2018-02-03,Desmond Green,Michel Prazeres,False
2018-02-03,Marcelo Golm,Timothy Johnson,False
2018-02-03,Marlon Vera,Douglas Silva de Andrade,False
2018-02-03,Tim Means,Sergio Moraes,False
2018-02-03,Lyoto Machida,Eryk Anders,True
2018-02-03,Damir Hadzovic,Alan Patrick,False
2018-02-03,Polyana Viana,Maia Stevenson,True
2018-02-03,Joe Soto,Iuri Alcantara,False
2018-02-03,Joseph Morales,Deiveson Figueiredo,False
2018-02-03,Deiveson Figueiredo,Joseph Morales,True
2018-02-03,Anthony Smith,Thiago Santos,False
2018-02-03,Valentina Shevchenko,Priscila Cachoeira,True
2018-02-03,Timothy Johnson,Marcelo Golm,True
2018-02-03,Iuri Alcantara,Joe Soto,True
2018-02-03,Michel Prazeres,Desmond Green,True
2018-02-03,Douglas Silva de Andrade,Marlon Vera,True
2018-02-03,Thiago Santos,Anthony Smith,True
2018-02-03,Sergio Moraes,Tim Means,True
2018-02-03,Alan Patrick,Damir Hadzovic,True
2018-02-03,Maia Stevenson,Polyana Viana,False
2018-02-10,Teruto Ishihara,Jose Quinonez,False
2018-02-10,Daichi Abe,Luke Jumeau,False
2018-02-10,Jake Matthews,Li Jingliang,True
2018-02-10,Israel Adesanya,Rob Wilkinson,True
2018-02-10,Jeremy Kennedy,Alexander Volkanovski,False
2018-02-10,Cyril Asker,Tai Tuivasa,False
2018-02-10,Mizuto Hirota,Ross Pearson,False
2018-02-10,Rob Wilkinson,Israel Adesanya,False
2018-02-10,Jose Quinonez,Teruto Ishihara,True
2018-02-10,Damien Brown,Dong Hyun Ma,False
2018-02-10,Ben Nguyen,Jussier Formiga,False
2018-02-10,Dong Hyun Ma,Damien Brown,True
2018-02-10,Tyson Pedro,Saparbeg Safarov,True
2018-02-10,Li Jingliang,Jake Matthews,False
2018-02-10,Luke Jumeau,Daichi Abe,True
2018-02-10,Curtis Blaydes,Mark Hunt,True
2018-02-10,Luke Rockhold,Yoel Romero,False
2018-02-10,Alexander Volkanovski,Jeremy Kennedy,True
2018-02-10,Tai Tuivasa,Cyril Asker,True
2018-02-10,Mark Hunt,Curtis Blaydes,False
2018-02-10,Yoel Romero,Luke Rockhold,True
2018-02-10,Jussier Formiga,Ben Nguyen,True
2018-02-10,Ross Pearson,Mizuto Hirota,True
2018-02-10,Saparbeg Safarov,Tyson Pedro,False
2018-02-18,Thiago Alves,Curtis Millender,False
2018-02-18,Steven Peterson,Brandon Davis,False
2018-02-18,Robert Sanchez,Joby Sanchez,True
2018-02-18,Brian Camozzi,Geoff Neal,False
2018-02-18,Brandon Davis,Steven Peterson,True
2018-02-18,Thibault Gouti,Sage Northcutt,False
2018-02-18,Diego Ferreira,Jared Gordon,True
2018-02-18,Joby Sanchez,Robert Sanchez,False
2018-02-18,Lucie Pudilova,Sarah Moras,True
2018-02-18,Alex Morono,Joshua Burkman,True
2018-02-18,Sage Northcutt,Thibault Gouti,True
2018-02-18,Geoff Neal,Brian Camozzi,True
2018-02-18,James Vick,Francisco Trinaldo,True
2018-02-18,Marcin Tybura,Derrick Lewis,False
2018-02-18,Donald Cerrone,Yancy Medeiros,True
2018-02-18,Oskar Piechota,Tim Williams,True
2018-02-18,Curtis Millender,Thiago Alves,True
2018-02-18,Francisco Trinaldo,James Vick,False
2018-02-18,Yancy Medeiros,Donald Cerrone,False
2018-02-18,Tim Williams,Oskar Piechota,False
2018-02-18,Jared Gordon,Diego Ferreira,False
2018-02-18,Joshua Burkman,Alex Morono,False
2018-02-18,Sarah Moras,Lucie Pudilova,False
2018-02-18,Derrick Lewis,Marcin Tybura,True
2018-02-24,Albert Morales,Manny Bermudez,False
2018-02-24,Eric Shelton,Alex Perez,False
2018-02-24,Ilir Latifi,Ovince Saint Preux,True
2018-02-24,Manny Bermudez,Albert Morales,True
2018-02-24,Jeremy Stephens,Josh Emmett,True
2018-02-24,Max Griffin,Mike Perry,True
2018-02-24,Tecia Torres,Jessica Andrade,False
2018-02-24,Marion Reneau,Sara McMann,True
2018-02-24,Rani Yahya,Russell Doane,True
2018-02-24,Sam Alvey,Marcin Prachnio,True
2018-02-24,Ben Saunders,Alan Jouban,False
2018-02-24,Maryna Moroz,Angela Hill,False
2018-02-24,Sara McMann,Marion Reneau,False
2018-02-24,Mike Perry,Max Griffin,False
2018-02-24,Ovince Saint Preux,Ilir Latifi,False
2018-02-24,Renan Barao,Brian Kelleher,False
2018-02-24,Josh Emmett,Jeremy Stephens,False
2018-02-24,Alex Perez,Eric Shelton,True
2018-02-24,Russell Doane,Rani Yahya,False
2018-02-24,Marcin Prachnio,Sam Alvey,False
2018-02-24,Alan Jouban,Ben Saunders,True
2018-02-24,Angela Hill,Maryna Moroz,True
2018-02-24,Jessica Andrade,Tecia Torres,True
2018-02-24,Brian Kelleher,Renan Barao,True
2018-03-03,Hector Lombard,CB Dollaway,False
2018-03-03,Adam Milstead,Jordan Johnson,False
2018-03-03,Jordan Johnson,Adam Milstead,True
2018-03-03,Cody Stamann,Bryan Caraway,True
2018-03-03,Zak Ottow,Mike Pyle,True
2018-03-03,Pedro Munhoz,John Dodson,False
2018-03-03,Bryan Caraway,Cody Stamann,False
2018-03-03,John Dodson,Pedro Munhoz,True
2018-03-03,Beneil Dariush,Alexander Hernandez,False
2018-03-03,Alexander Hernandez,Beneil Dariush,True
2018-03-03,Ashley Yoder,Mackenzie Dern,False
2018-03-03,CB Dollaway,Hector Lombard,True
2018-03-03,Cat Zingano,Ketlen Vieira,False
2018-03-03,Stefan Struve,Andrei Arlovski,False
2018-03-03,Sean O'Malley,Andre Soukhamthath,True
2018-03-03,Mike Pyle,Zak Ottow,False
2018-03-03,Cristiane Justino,Yana Santos,True
2018-03-03,Yana Santos,Cristiane Justino,False
2018-03-03,Mackenzie Dern,Ashley Yoder,True
2018-03-03,Brian Ortega,Frankie Edgar,True
2018-03-03,Ketlen Vieira,Cat Zingano,True
2018-03-03,Andrei Arlovski,Stefan Struve,True
2018-03-03,Andre Soukhamthath,Sean O'Malley,False
2018-03-03,Frankie Edgar,Brian Ortega,False
2018-03-17,Alexander Volkov,Fabricio Werdum,True
2018-03-17,Jan Blachowicz,Jimi Manuwa,True
2018-03-17,Terrion Ware,Tom Duquesnoy,False
2018-03-17,Oliver Enkamp,Danny Roberts,False
2018-03-17,Charles Byrd,John Phillips,True
2018-03-17,Hakeem Dawodu,Danny Henry,False
2018-03-17,Mark Godbeer,Dmitry Sosnovskiy,False
2018-03-17,Kajan Johnson,Stevie Ray,True
2018-03-17,Dmitry Sosnovskiy,Mark Godbeer,True
2018-03-17,Peter Sobotta,Leon Edwards,False
2018-03-17,Magomed Ankalaev,Paul Craig,False
2018-03-17,Fabricio Werdum,Alexander Volkov,False
2018-03-17,Stevie Ray,Kajan Johnson,False
2018-03-17,Jimi Manuwa,Jan Blachowicz,False
2018-03-17,Tom Duquesnoy,Terrion Ware,True
2018-03-17,Leon Edwards,Peter Sobotta,True
2018-03-17,John Phillips,Charles Byrd,False
2018-03-17,Danny Roberts,Oliver Enkamp,True
2018-03-17,Danny Henry,Hakeem Dawodu,True
2018-03-17,Paul Craig,Magomed Ankalaev,True
2018-04-07,Kyle Bochniak,Zabit Magomedsharipov,False
2018-04-07,Chris Gruetzemacher,Joe Lauzon,True
2018-04-07,Felice Herrig,Karolina Kowalkiewicz,False
2018-04-07,Joe Lauzon,Chris Gruetzemacher,False
2018-04-07,Ashlee Evans-Smith,Bec Rawlings,True
2018-04-07,Mike Rodriguez,Devin Clark,False
2018-04-07,Calvin Kattar,Renato Moicano,False
2018-04-07,Olivier Aubin-Mercier,Evan Dunham,True
2018-04-07,Joanna Jedrzejczyk,Rose Namajunas,False
2018-04-07,Renato Moicano,Calvin Kattar,True
2018-04-07,Zabit Magomedsharipov,Kyle Bochniak,True
2018-04-07,Karolina Kowalkiewicz,Felice Herrig,True
2018-04-07,Evan Dunham,Olivier Aubin-Mercier,False
2018-04-07,Bec Rawlings,Ashlee Evans-Smith,False
2018-04-07,Devin Clark,Mike Rodriguez,True
2018-04-07,Rose Namajunas,Joanna Jedrzejczyk,True
2018-04-07,Khabib Nurmagomedov,Al Iaquinta,True
2018-04-07,Al Iaquinta,Khabib Nurmagomedov,False
2018-04-14,Alejandro Perez,Matthew Lopez,True
2018-04-14,Adam Wieczorek,Arjan Bhullar,True
2018-04-14,Yushin Okami,Dhiego Lima,True
2018-04-14,Lauren Mueller,Shana Dobson,True
2018-04-14,Dan Moret,Gilbert Burns,False
2018-04-14,Brad Tavares,Krzysztof Jotko,True
2018-04-14,Patrick Williams,Luke Sanders,False
2018-04-14,Arjan Bhullar,Adam Wieczorek,False
2018-04-14,Alex Oliveira,Carlos Condit,True
2018-04-14,Ricky Rainey,Muslim Salikhov,False
2018-04-14,Dhiego Lima,Yushin Okami,False
2018-04-14,Shana Dobson,Lauren Mueller,False
2018-04-14,Gilbert Burns,Dan Moret,True
2018-04-14,Krzysztof Jotko,Brad Tavares,False
2018-04-14,Wilson Reis,John Moraga,False
2018-04-14,Muslim Salikhov,Ricky Rainey,True
2018-04-14,Tim Boetsch,Antonio Carlos Junior,False
2018-04-14,John Moraga,Wilson Reis,True
2018-04-14,Michelle Waterson-Gomez,Cortney Casey,True
2018-04-14,Carlos Condit,Alex Oliveira,False
2018-04-14,Dustin Poirier,Justin Gaethje,True
2018-04-14,Justin Gaethje,Dustin Poirier,False
2018-04-14,Matthew Lopez,Alejandro Perez,False
2018-04-14,Marvin Vettori,Israel Adesanya,False
2018-04-14,Cortney Casey,Michelle Waterson-Gomez,False
2018-04-14,Antonio Carlos Junior,Tim Boetsch,True
2018-04-14,Israel Adesanya,Marvin Vettori,True
2018-04-14,Luke Sanders,Patrick Williams,True
2018-04-21,Luan Chagas,Siyar Bahadurzada,False
2018-04-21,Alex Garcia,Ryan LaFlare,False
2018-04-21,Patrick Cummins,Corey Anderson,False
2018-04-21,Ricky Simon,Merab Dvalishvili,True
2018-04-21,Keita Nakamura,Anthony Rocco Martin,False
2018-04-21,Anthony Rocco Martin,Keita Nakamura,True
2018-04-21,Frankie Edgar,Cub Swanson,True
2018-04-21,Justin Willis,Chase Sherman,True
2018-04-21,David Branch,Thiago Santos,True
2018-04-21,Aljamain Sterling,Brett Johns,True
2018-04-21,Jim Miller,Dan Hooker,False
2018-04-21,Ryan LaFlare,Alex Garcia,True
2018-04-21,Merab Dvalishvili,Ricky Simon,False
2018-04-21,Siyar Bahadurzada,Luan Chagas,True
2018-04-21,Edson Barboza,Kevin Lee,False
2018-04-21,Thiago Santos,David Branch,False
2018-04-21,Corey Anderson,Patrick Cummins,True
2018-04-21,Chase Sherman,Justin Willis,False
2018-04-21,Dan Hooker,Jim Miller,True
2018-04-21,Cub Swanson,Frankie Edgar,False
2018-04-21,Kevin Lee,Edson Barboza,True
2018-04-21,Brett Johns,Aljamain Sterling,False
2018-05-12,Karl Roberson,Cezar Ferreira,False
2018-05-12,Aleksei Oleinik,Junior Albini,True
2018-05-12,Sean Strickland,Elizeu Zaleski dos Santos,False
2018-05-12,Sultan Aliev,Warlley Alves,False
2018-05-12,Jack Hermansson,Thales Leites,True
2018-05-12,Ramazan Emeev,Alberto Mina,True
2018-05-12,Lyoto Machida,Vitor Belfort,True
2018-05-12,Brian Kelleher,John Lineker,False
2018-05-12,Amanda Cooper,Mackenzie Dern,False
2018-05-12,Junior Albini,Aleksei Oleinik,False
2018-05-12,Nick Hein,Davi Ramos,False
2018-05-12,Amanda Nunes,Raquel Pennington,True
2018-05-12,Markus Perez,James Bochnovic,True
2018-05-12,Alberto Mina,Ramazan Emeev,False
2018-05-12,Thales Leites,Jack Hermansson,False
2018-05-12,Warlley Alves,Sultan Aliev,True
2018-05-12,Elizeu Zaleski dos Santos,Sean Strickland,True
2018-05-12,Kelvin Gastelum,Jacare Souza,True
2018-05-12,Cezar Ferreira,Karl Roberson,True
2018-05-12,Vitor Belfort,Lyoto Machida,False
2018-05-12,John Lineker,Brian Kelleher,True
2018-05-12,Mackenzie Dern,Amanda Cooper,True
2018-05-12,Jacare Souza,Kelvin Gastelum,False
2018-05-12,James Bochnovic,Markus Perez,False
2018-05-12,Raquel Pennington,Amanda Nunes,False
2018-05-12,Davi Ramos,Nick Hein,True
2018-05-19,Vicente Luque,Chad Laprise,True
2018-05-19,Felipe Silva,Claudio Puelles,False
2018-05-19,Claudio Puelles,Felipe Silva,True
2018-05-19,Henry Briones,Frankie Saenz,False
2018-05-19,Gabriel Benitez,Humberto Bandenay,True
2018-05-19,Poliana Botelho,Syuri Kondo,True
2018-05-19,Brandon Moreno,Alexandre Pantoja,False
2018-05-19,Zak Cummings,Michel Prazeres,False
2018-05-19,Veronica Hardy,Andrea Lee,False
2018-05-19,Diego Rivas,Guido Cannetti,False
2018-05-19,Jared Cannonier,Dominick Reyes,False
2018-05-19,Alexa Grasso,Tatiana Suarez,False
2018-05-19,Enrique Barzola,Brandon Davis,True
2018-05-19,Demian Maia,Kamaru Usman,False
2018-05-19,Chad Laprise,Vicente Luque,False
2018-05-19,Guido Cannetti,Diego Rivas,True
2018-05-19,Andrea Lee,Veronica Hardy,True
2018-05-19,Tatiana Suarez,Alexa Grasso,True
2018-05-19,Michel Prazeres,Zak Cummings,True
2018-05-19,Kamaru Usman,Demian Maia,True
2018-05-19,Alexandre Pantoja,Brandon Moreno,True
2018-05-19,Syuri Kondo,Poliana Botelho,False
2018-05-19,Humberto Bandenay,Gabriel Benitez,False
2018-05-19,Brandon Davis,Enrique Barzola,False
2018-05-19,Frankie Saenz,Henry Briones,True
2018-05-19,Dominick Reyes,Jared Cannonier,True
2018-05-27,Gillian Robertson,Molly McCann,True
2018-05-27,Trevor Smith,Elias Theodorou,False
2018-05-27,Neil Magny,Craig White,True
2018-05-27,Arnold Allen,Mads Burnell,True
2018-05-27,Jason Knight,Makwan Amirkhani,False
2018-05-27,Brad Scott,Carlo Pedersoli Jr.,False
2018-05-27,Lina Lansberg,Gina Mazany,True
2018-05-27,Daniel Kelly,Tom Breese,False
2018-05-27,Eric Spicely,Darren Stewart,False
2018-05-27,Elias Theodorou,Trevor Smith,True
2018-05-27,Craig White,Neil Magny,False
2018-05-27,Darren Till,Stephen Thompson,True
2018-05-27,Molly McCann,Gillian Robertson,False
2018-05-27,Carlo Pedersoli Jr.,Brad Scott,True
2018-05-27,Gina Mazany,Lina Lansberg,False
2018-05-27,Tom Breese,Daniel Kelly,True
2018-05-27,Darren Stewart,Eric Spicely,True
2018-05-27,Nordine Taleb,Claudio Silva,False
2018-05-27,Makwan Amirkhani,Jason Knight,True
2018-05-27,Mads Burnell,Arnold Allen,False
2018-05-27,Stephen Thompson,Darren Till,False
2018-05-27,Claudio Silva,Nordine Taleb,True
2018-06-01,Sijara Eubanks,Lauren Murphy,True
2018-06-01,Nik Lentz,David Teymur,False
2018-06-01,Johnny Eduardo,Nathaniel Wood,False
2018-06-01,Julio Arce,Daniel Teymur,True
2018-06-01,Jose Torres,Jarred Brooks,True
2018-06-01,Jarred Brooks,Jose Torres,False
2018-06-01,Jake Ellenberger,Ben Saunders,False
2018-06-01,Belal Muhammad,Chance Rencountre,True
2018-06-01,Walt Harris,Daniel Spitz,True
2018-06-01,Gian Villante,Sam Alvey,False
2018-06-01,Desmond Green,Gleison Tibau,True
2018-06-01,Gregor Gillespie,Vinc Pichel,True
2018-06-01,Jimmie Rivera,Marlon Moraes,False
2018-06-01,Nathaniel Wood,Johnny Eduardo,True
2018-06-01,Gleison Tibau,Desmond Green,False
2018-06-01,David Teymur,Nik Lentz,True
2018-06-01,Lauren Murphy,Sijara Eubanks,False
2018-06-01,Sam Alvey,Gian Villante,True
2018-06-01,Chance Rencountre,Belal Muhammad,False
2018-06-01,Ben Saunders,Jake Ellenberger,True
2018-06-01,Daniel Spitz,Walt Harris,False
2018-06-01,Vinc Pichel,Gregor Gillespie,False
2018-06-01,Marlon Moraes,Jimmie Rivera,True
2018-06-01,Daniel Teymur,Julio Arce,False
2018-06-09,Mike Santiago,Dan Ige,False
2018-06-09,Carla Esparza,Claudia Gadelha,False
2018-06-09,Dan Ige,Mike Santiago,True
2018-06-09,Yoel Romero,Robert Whittaker,False
2018-06-09,Colby Covington,Rafael Dos Anjos,True
2018-06-09,Megan Anderson,Holly Holm,False
2018-06-09,Tai Tuivasa,Andrei Arlovski,True
2018-06-09,Curtis Blaydes,Alistair Overeem,True
2018-06-09,Mirsad Bektic,Ricardo Lamas,True
2018-06-09,Chris de la Rocha,Rashad Coulter,True
2018-06-09,Anthony Smith,Rashad Evans,True
2018-06-09,Rafael Dos Anjos,Colby Covington,False
2018-06-09,Holly Holm,Megan Anderson,True
2018-06-09,Andrei Arlovski,Tai Tuivasa,False
2018-06-09,Claudia Gadelha,Carla Esparza,True
2018-06-09,Ricardo Lamas,Mirsad Bektic,False
2018-06-09,Robert Whittaker,Yoel Romero,True
2018-06-09,Alistair Overeem,Curtis Blaydes,False
2018-06-09,Rashad Evans,Anthony Smith,False
2018-06-09,Joseph Benavidez,Sergio Pettis,False
2018-06-09,Clay Guida,Charles Oliveira,False
2018-06-09,Charles Oliveira,Clay Guida,True
2018-06-09,Sergio Pettis,Joseph Benavidez,True
2018-06-09,Rashad Coulter,Chris de la Rocha,False
2018-06-23,Felipe Arantes,Song Yadong,False
2018-06-23,Viviane Pereira,Yan Xiaonan,False
2018-06-23,Shinsho Anzai,Jake Matthews,False
2018-06-23,Song Kenan,Hector Aldana,True
2018-06-23,Rolando Dy,Shane Young,False
2018-06-23,Jessica-Rose Clark,Jessica Eye,False
2018-06-23,Li Jingliang,Daichi Abe,True
2018-06-23,Teruto Ishihara,Petr Yan,False
2018-06-23,Song Yadong,Felipe Arantes,True
2018-06-23,Ji Yeon Kim,Melinda Fabian,True
2018-06-23,Leon Edwards,Donald Cerrone,True
2018-06-23,Tyson Pedro,Ovince Saint Preux,False
2018-06-23,Jessica Eye,Jessica-Rose Clark,True
2018-06-23,Daichi Abe,Li Jingliang,False
2018-06-23,Petr Yan,Teruto Ishihara,True
2018-06-23,Matt Schnell,Naoki Inoue,True
2018-06-23,Ovince Saint Preux,Tyson Pedro,True
2018-06-23,Shane Young,Rolando Dy,True
2018-06-23,Jake Matthews,Shinsho Anzai,True
2018-06-23,Yan Xiaonan,Viviane Pereira,True
2018-06-23,Naoki Inoue,Matt Schnell,False
2018-06-23,Yuta Sasaki,Jenel Lausa,True
2018-06-23,Donald Cerrone,Leon Edwards,False
2018-06-23,Melinda Fabian,Ji Yeon Kim,False
2018-06-23,Hector Aldana,Song Kenan,False
2018-06-23,Jenel Lausa,Yuta Sasaki,False
2018-07-06,Rachael Ostovich,Montana De La Rosa,False
2018-07-06,Michael Trizano,Joe Giannetti,True
2018-07-06,Israel Adesanya,Brad Tavares,True
2018-07-06,Joe Giannetti,Michael Trizano,False
2018-07-06,Brad Katona,Jay Cucciniello,True
2018-07-06,Martin Bravo,Alex Caceres,False
2018-07-06,Barb Honchak,Roxanne Modafferi,False
2018-07-06,Julian Marquez,Alessio Di Chirico,False
2018-07-06,Richie Smullen,Luis Pena,False
2018-07-06,Allan Zuniga,John Gunther,False
2018-07-06,Bryce Mitchell,Tyler Diamond,True
2018-07-06,Steven Peterson,Matt Bessette,True
2018-07-06,Oskar Piechota,Gerald Meerschaert,False
2018-07-06,Gerald Meerschaert,Oskar Piechota,True
2018-07-06,Matt Bessette,Steven Peterson,False
2018-07-06,Tyler Diamond,Bryce Mitchell,False
2018-07-06,John Gunther,Allan Zuniga,True
2018-07-06,Luis Pena,Richie Smullen,True
2018-07-06,Montana De La Rosa,Rachael Ostovich,True
2018-07-06,Alessio Di Chirico,Julian Marquez,True
2018-07-06,Roxanne Modafferi,Barb Honchak,True
2018-07-06,Alex Caceres,Martin Bravo,True
2018-07-06,Jay Cucciniello,Brad Katona,False
2018-07-06,Brad Tavares,Israel Adesanya,False
2018-07-07,Jamie Moyle,Emily Whitmire,False
2018-07-07,Rob Font,Raphael Assuncao,False
2018-07-07,Francis Ngannou,Derrick Lewis,False
2018-07-07,Daniel Cormier,Stipe Miocic,True
2018-07-07,Derrick Lewis,Francis Ngannou,True
2018-07-07,Mike Perry,Paul Felder,True
2018-07-07,Anthony Pettis,Michael Chiesa,True
2018-07-07,Khalil Rountree Jr.,Gokhan Saki,True
2018-07-07,Paulo Costa,Uriah Hall,True
2018-07-07,Drakkar Klose,Lando Vannata,True
2018-07-07,Max Griffin,Curtis Millender,False
2018-07-07,Gilbert Burns,Dan Hooker,False
2018-07-07,Emily Whitmire,Jamie Moyle,True
2018-07-07,Dan Hooker,Gilbert Burns,True
2018-07-07,Curtis Millender,Max Griffin,True
2018-07-07,Lando Vannata,Drakkar Klose,False
2018-07-07,Raphael Assuncao,Rob Font,True
2018-07-07,Uriah Hall,Paulo Costa,False
2018-07-07,Gokhan Saki,Khalil Rountree Jr.,False
2018-07-07,Michael Chiesa,Anthony Pettis,False
2018-07-07,Paul Felder,Mike Perry,False
2018-07-07,Stipe Miocic,Daniel Cormier,False
2018-07-14,Jessica Aguilar,Jodie Esquibel,True
2018-07-14,Blagoy Ivanov,Junior Dos Santos,False
2018-07-14,Jodie Esquibel,Jessica Aguilar,False
2018-07-14,Ricky Glenn,Dennis Bermudez,True
2018-07-14,Junior Dos Santos,Blagoy Ivanov,True
2018-07-14,Sage Northcutt,Zak Ottow,True
2018-07-14,Dennis Bermudez,Ricky Glenn,False
2018-07-14,Randy Brown,Niko Price,False
2018-07-14,Myles Jury,Chad Mendes,False
2018-07-14,Cat Zingano,Marion Reneau,True
2018-07-14,Eddie Wineland,Alejandro Perez,False
2018-07-14,Zak Ottow,Sage Northcutt,False
2018-07-14,Justin Scoggins,Said Nurmagomedov,False
2018-07-14,Kurt Holobaugh,Raoni Barcelos,False
2018-07-14,Liz Carmouche,Jennifer Maia,True
2018-07-14,Mark De La Rosa,Elias Garcia,True
2018-07-14,Darren Elkins,Alexander Volkanovski,False
2018-07-14,Niko Price,Randy Brown,True
2018-07-14,Elias Garcia,Mark De La Rosa,False
2018-07-14,Jennifer Maia,Liz Carmouche,False
2018-07-14,Raoni Barcelos,Kurt Holobaugh,True
2018-07-14,Said Nurmagomedov,Justin Scoggins,True
2018-07-14,Alexander Volkanovski,Darren Elkins,True
2018-07-14,Alejandro Perez,Eddie Wineland,True
2018-07-14,Marion Reneau,Cat Zingano,False
2018-07-14,Chad Mendes,Myles Jury,True
2018-07-22,Marcin Tybura,Stefan Struve,True
2018-07-22,Damian Stasiak,Pingyuan Liu,False
2018-07-22,Jeremy Kimball,Darko Stosic,False
2018-07-22,Davey Grant,Manny Bermudez,False
2018-07-22,Justin Ledet,Aleksandar Rakic,False
2018-07-22,Glover Teixeira,Corey Anderson,False
2018-07-22,Emil Meek,Bartosz Fabinski,False
2018-07-22,Nick Hein,Damir Hadzovic,False
2018-07-22,Nasrat Haqparast,Marc Diakiese,True
2018-07-22,Mauricio Rua,Anthony Smith,False
2018-07-22,Vitor Miranda,Abu Azaitar,False
2018-07-22,Khalid Taha,Nad Narimani,False
2018-07-22,Pingyuan Liu,Damian Stasiak,True
2018-07-22,Danny Roberts,David Zawada,True
2018-07-22,Marc Diakiese,Nasrat Haqparast,False
2018-07-22,Darko Stosic,Jeremy Kimball,True
2018-07-22,David Zawada,Danny Roberts,False
2018-07-22,Aleksandar Rakic,Justin Ledet,True
2018-07-22,Nad Narimani,Khalid Taha,True
2018-07-22,Bartosz Fabinski,Emil Meek,True
2018-07-22,Manny Bermudez,Davey Grant,True
2018-07-22,Anthony Smith,Mauricio Rua,True
2018-07-22,Corey Anderson,Glover Teixeira,True
2018-07-22,Abu Azaitar,Vitor Miranda,True
2018-07-22,Stefan Struve,Marcin Tybura,False
2018-07-22,Damir Hadzovic,Nick Hein,True
2018-07-28,Matheus Nicolau,Dustin Ortiz,False
2018-07-28,Devin Powell,Alvaro Herrera Mendoza,True
2018-07-28,Jose Aldo,Jeremy Stephens,True
2018-07-28,Joanna Jedrzejczyk,Tecia Torres,True
2018-07-28,Alexander Hernandez,Olivier Aubin-Mercier,True
2018-07-28,Kajan Johnson,Islam Makhachev,False
2018-07-28,Hakeem Dawodu,Austin Arnett,True
2018-07-28,Gadzhimurad Antigulov,Ion Cutelaba,False
2018-07-28,Dustin Ortiz,Matheus Nicolau,True
2018-07-28,John Makdessi,Ross Pearson,True
2018-07-28,Alexis Davis,Katlyn Chookagian,False
2018-07-28,Jordan Mein,Alex Morono,True
2018-07-28,Nina Nunes,Randa Markos,True
2018-07-28,Katlyn Chookagian,Alexis Davis,True
2018-07-28,Randa Markos,Nina Nunes,False
2018-07-28,Ross Pearson,John Makdessi,False
2018-07-28,Alvaro Herrera Mendoza,Devin Powell,False
2018-07-28,Dustin Poirier,Eddie Alvarez,True
2018-07-28,Jeremy Stephens,Jose Aldo,False
2018-07-28,Tecia Torres,Joanna Jedrzejczyk,False
2018-07-28,Olivier Aubin-Mercier,Alexander Hernandez,False
2018-07-28,Ion Cutelaba,Gadzhimurad Antigulov,True
2018-07-28,Alex Morono,Jordan Mein,False
2018-07-28,Eddie Alvarez,Dustin Poirier,False
2018-07-28,Islam Makhachev,Kajan Johnson,True
2018-07-28,Austin Arnett,Hakeem Dawodu,False
2018-08-04,Cody Garbrandt,TJ Dillashaw,False
2018-08-04,Wulijiburen,Marlon Vera,False
2018-08-04,Cub Swanson,Renato Moicano,False
2018-08-04,Renato Moicano,Cub Swanson,True
2018-08-04,Thiago Santos,Kevin Holland,True
2018-08-04,Pedro Munhoz,Brett Johns,True
2018-08-04,Ricky Simon,Montel Jackson,True
2018-08-04,Ricardo Ramos,Kyung Ho Kang,True
2018-08-04,Matt Sayles,Sheymon Moraes,False
2018-08-04,Alex Perez,Jose Torres,True
2018-08-04,Polyana Viana,JJ Aldrich,False
2018-08-04,Demetrious Johnson,Henry Cejudo,False
2018-08-04,JJ Aldrich,Polyana Viana,True
2018-08-04,Danielle Taylor,Zhang Weili,False
2018-08-04,Zhang Weili,Danielle Taylor,True
2018-08-04,Jose Torres,Alex Perez,False
2018-08-04,Sheymon Moraes,Matt Sayles,True
2018-08-04,Kyung Ho Kang,Ricardo Ramos,False
2018-08-04,TJ Dillashaw,Cody Garbrandt,True
2018-08-04,Montel Jackson,Ricky Simon,False
2018-08-04,Brett Johns,Pedro Munhoz,False
2018-08-04,Kevin Holland,Thiago Santos,False
2018-08-04,Marlon Vera,Wulijiburen,True
2018-08-04,Henry Cejudo,Demetrious Johnson,True
2018-08-25,Kalindra Faria,Joanne Wood,False
2018-08-25,George Sullivan,Mickey Gall,False
2018-08-25,Markus Perez,Andrew Sanchez,False
2018-08-25,Iuri Alcantara,Cory Sandhagen,False
2018-08-25,Warlley Alves,James Krause,False
2018-08-25,Bryan Barberena,Jake Ellenberger,True
2018-08-25,Deiveson Figueiredo,John Moraga,True
